review,rating,date,bank,source,sentiment_label,sentiment_score,clean_text,theme
yideg,1,2025-04-18,BOA,google_play,Neutral,0.0,yideg,Other
great boa,5,2025-04-10,BOA,google_play,Positive,0.6249,great boa,Other
boa of mobile backing,5,2025-04-09,BOA,google_play,Neutral,0.0258,boa mobile backing,Other
faster bank of Abissinya,5,2025-04-08,BOA,google_play,Neutral,0.0,fast bank abissinya,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,google_play,Negative,-0.4215,give low possible crush bank long fix bug,Other
it just doesn't work...so frustrating,1,2025-04-07,BOA,google_play,Positive,0.3412,work frustrating,Other
like,5,2025-04-06,BOA,google_play,Positive,0.3612,like,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,google_play,Neutral,0.0,work correctly update,Other
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,google_play,Positive,0.6844,app get considerable improvement like language qr scanner unlimited transfer survice boa alot fastness convenient login make transaction,Account Access Issues
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,google_play,Positive,0.4939,type password say successfully log go page,Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,BOA,google_play,Positive,0.2382,good update add new thing,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,google_play,Neutral,0.0,work period z slow mobile banking use,Transaction Performance
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,google_play,Neutral,0.0,activate application allow sign automatically turn phone,Other
good application,5,2025-03-30,BOA,google_play,Positive,0.4404,good application,Other
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,google_play,Neutral,0.0,version work buy card send money,Other
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,google_play,Negative,-0.2411,actively initialization say incorrect otp get exact otp,Other
always problematic hardly works,1,2025-03-26,BOA,google_play,Negative,-0.4404,problematic hardly work,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,google_play,Positive,0.1045,consider fact bank huge app bad well,Other
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,google_play,Negative,-0.802,bad app bank u ashamed scammer,Other
great BoA,5,2025-03-22,BOA,google_play,Positive,0.6249,great boa,Other
best,5,2025-03-21,BOA,google_play,Positive,0.6369,well,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,google_play,Positive,0.3182,go bank time transaction balance point have mobile banking transaction work,Other
there is no speed,1,2025-03-19,BOA,google_play,Negative,-0.296,speed,Other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,google_play,Neutral,0.0,want download,Other
wonderful,5,2025-03-19,BOA,google_play,Positive,0.5719,wonderful,Other
all worck,5,2025-03-19,BOA,google_play,Neutral,0.0,worck,Other
Loved it,5,2025-03-14,BOA,google_play,Positive,0.5994,love,Other
Wow,1,2025-03-14,BOA,google_play,Positive,0.5859,wow,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,google_play,Positive,0.7962,edit new bug app let type otp code shameful app allow use have developer option consider actual developer expect toggle option bank restart phone message lable somthe smoothen experience like security consultant thing implement app invest actual security mess,Other
Improved to be the best,5,2025-03-11,BOA,google_play,Positive,0.8074,improve good,Other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,google_play,Negative,-0.8392,decent problem say error transfer money infact transfer bug transfer time instead transfer money telebirr acc self boe dev fix,Other
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,google_play,Neutral,0.0,boa greqt ethiopian bank,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,google_play,Positive,0.3612,bug app crash time try log especially old phone like galaxy,Transaction Performance
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,google_play,Positive,0.3832,well compare cbe qualified,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,google_play,Positive,0.7334,awesome app simple use important app,Other
Wonderfull app,5,2025-03-08,BOA,google_play,Neutral,0.0,wonderfull app,Other
i can't use this app why?,5,2025-03-07,BOA,google_play,Neutral,0.0,use app,Other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,google_play,Positive,0.3331,bad mobile banking app experience blame app compare well clash take long time login load short complete trash,Account Access Issues
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,google_play,Negative,-0.8205,bro bad app human kind software engineer sad see enterprise big boa app like disgrace country,Other
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,google_play,Negative,-0.1531,aga b girja miss language admin afaan oromo itoophiyaa language,Other
Good app,5,2025-03-03,BOA,google_play,Positive,0.4404,good app,Other
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,google_play,Neutral,0.0,download app time read customer review soon instal open app close automatically unserious bank uninstalle app immediately,Other
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,google_play,Positive,0.2382,good feature work,Feature Requests
Very poor proformance,1,2025-03-01,BOA,google_play,Negative,-0.5256,poor proformance,Other
It's not opening. Really frustrating,1,2025-03-01,BOA,google_play,Positive,0.3865,open frustrate,Other
Verry Amazing App from all IB,5,2025-03-01,BOA,google_play,Positive,0.5859,verry amazing app ib,Other
Not working on this days,1,2025-02-26,BOA,google_play,Neutral,0.0,work day,Other
Thank you BoA,5,2025-02-23,BOA,google_play,Positive,0.3612,thank boa,Other
best banking app in the wworld,5,2025-02-22,BOA,google_play,Positive,0.6369,good banking app wworld,Other
Nice app and it's easy to use,5,2025-02-21,BOA,google_play,Positive,0.6908,nice app easy use,Other
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,google_play,Positive,0.4242,add language app afan oromo tigniya bank bank transfer available time available reachable issue,Other
This is help full i like ittttt,5,2025-02-14,BOA,google_play,Positive,0.6369,help like ittttt,Customer Support
The is not functional at all?,2,2025-02-12,BOA,google_play,Neutral,0.0,functional,Other
Best bank,5,2025-02-08,BOA,google_play,Positive,0.6369,good bank,Other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,google_play,Positive,0.765,easy convienient use perfect high prefrence choice,Other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,google_play,Neutral,0.0,,Other
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,google_play,Positive,0.5859,app amazing,Other
Good 👍,5,2025-01-31,BOA,google_play,Positive,0.4404,good,Other
Sad experience,1,2025-01-30,BOA,google_play,Negative,-0.4767,sad experience,Other
Always do update and that is annoying,3,2025-01-27,BOA,google_play,Negative,-0.4019,update annoying,Other
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,google_play,Positive,0.6369,good app wait minute,Other
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,google_play,Neutral,0.0,dijitalize atm apollo app phone,Other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,google_play,Positive,0.3182,try sign app close fix,Other
Beter,5,2025-01-21,BOA,google_play,Neutral,0.0,beter,Other
Boa,4,2025-01-18,BOA,google_play,Neutral,0.0,boa,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,google_play,Neutral,0.0,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ app slow ehhhh upgrade app zero,Transaction Performance
Aadan Axmed Barkhadle,5,2025-01-17,BOA,google_play,Neutral,0.0,aadan axme barkhadle,Other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,google_play,Neutral,0.0,,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,google_play,Negative,-0.8217,horrible customer service app crash horrible,Transaction Performance
I love it,5,2025-01-14,BOA,google_play,Positive,0.6369,love,Other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,google_play,Neutral,0.0,keep ask turn developer mode dev mode use,Other
Good🙏,5,2025-01-12,BOA,google_play,Positive,0.4404,good,Other
Like to much,5,2025-01-11,BOA,google_play,Positive,0.3612,like,Other
Thank you,5,2025-01-10,BOA,google_play,Positive,0.3612,thank,Other
Perfect,5,2025-01-09,BOA,google_play,Positive,0.5719,perfect,Other
The best of best,5,2025-01-09,BOA,google_play,Positive,0.8555,good good,Other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,google_play,Positive,0.5423,app long time amazing user friendly ui find pin button app,User Interface & Experience
Great 👍,5,2025-01-04,BOA,google_play,Positive,0.6249,great,Other
Fast and suitable for the customers.,5,2025-01-04,BOA,google_play,Neutral,0.0,fast suitable customer,User Interface & Experience
Good app and helpful,5,2025-01-03,BOA,google_play,Positive,0.6908,good app helpful,Customer Support
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,google_play,Negative,-0.931,star face multiple problem app fast bank app like cbe app ask repeatedly switch developer option switch bank abyssinia service interesting ignore issue app service customer give complain app accept complain fix issue lastly recommend app issue solve asap,Other
